Area_Axon,Centroid_X,Centroid_Y,Perimeter_Axon,AxonDiameter_MinFeret,AxonDiameter_Circle,AxonDiameter_ShapeAdjustedEllipse
0.14,35.2,-14.6,1.39,0.35,0.422308,0.328131
0.27,34.6,-14.3,2.09,0.43,0.586472,0.384399
0.21,35,-14,1.8,0.39,0.517219,0.354261
0.5,34.2,-13.7,2.79,0.74,0.798087,0.541631
0.86,33.6,-12.3,3.54,0.77,1.046681,0.760001
0.58,35,-13.2,2.88,0.72,0.859566,0.637804
1.08,36,-13,4.14,0.86,1.172943,0.781739
1.19,36.3,-11.8,4.16,0.99,1.231228,0.895951
1.88,38.1,-11.7,5.38,1.24,1.547548,1.061211
0.93,35,-12,3.71,0.9,1.088445,0.77702
0.76,33.8,-11.2,3.27,0.88,0.983948,0.744717
0.35,38.7,-10.2,2.33,0.5,0.667727,0.45483
1.11,32.5,-10.6,4.22,0.99,1.189123,0.784739
0.84,33.5,-10.3,3.83,0.77,1.034439,0.635605
0.39,24.1,-10.9,2.33,0.6,0.704851,0.540974
0.51,24.6,-10.2,2.86,0.67,0.806028,0.532201
0.35,25.1,-10.5,2.28,0.49,0.667727,0.475053
0.47,25.7,-10.7,2.54,0.62,0.773774,0.605269
0.46,25.1,-9.5,2.65,0.57,0.765498,0.529477
0.31,25.1,-8.6,2.21,0.47,0.628414,0.421844
0.2,25.6,-8.1,2.06,0.34,0.504754,0.269469
0.3,24.9,-7.8,2.03,0.52,0.618195,0.483185
0.24,25.2,-7,1.91,0.43,0.552931,0.38425
0.18,24.8,-7.1,1.63,0.38,0.478852,0.343116
0.14,24.6,-6.4,1.41,0.35,0.422308,0.316296
0.85,25,-5.6,3.93,0.73,1.040578,0.619896
0.2,24.5,-4.8,1.68,0.43,0.504754,0.380828
0.27,23.7,-4.9,2.08,0.37,0.586472,0.387702
0.11,23.8,-5.3,1.28,0.3,0.374336,0.265851
0.12,24.3,-5.9,1.33,0.33,0.390981,0.280702
0.47,25.7,-5.2,2.6,0.71,0.773774,0.570334
0.21,25.8,-6.1,1.92,0.34,0.517219,0.316761
1.53,32.2,-9.1,4.5,1.32,1.396082,1.156891
0.29,31.3,-9.7,2.07,0.45,0.607805,0.434869
0.74,28.7,-9.3,3.22,0.88,0.970915,0.738742
0.18,29.3,-9.1,1.68,0.39,0.478852,0.32304
0.83,28.7,-7.7,3.6,0.72,1.028263,0.69577
0.27,29,-8.7,2.15,0.44,0.586472,0.366374
0.14,29.3,-8,1.45,0.35,0.422308,0.297259
0.45,29.8,-7.7,2.72,0.5,0.757132,0.489156
0.31,29.7,-8.7,2.09,0.49,0.628414,0.474884
0.2,30.3,-8.2,1.67,0.45,0.504754,0.386665
0.24,30.7,-8.6,1.85,0.49,0.552931,0.411833
1.29,32.9,-7.4,4.6,0.96,1.281917,0.82958
0.66,34.2,-7.2,3.27,0.81,0.916932,0.599943
0.68,35.3,-7.4,3.27,0.65,0.930721,0.62566
1.15,36.1,-7,4.76,0.73,1.210359,0.67937
0.56,34.6,-6.3,3.05,0.61,0.844616,0.540815
0.66,34.6,-5.6,3.41,0.89,0.916932,0.559507
0.21,33.8,-6.2,1.68,0.49,0.517219,0.417762
0.69,33.5,-3.7,3.45,0.7,0.93754,0.581802
1.43,36.2,-5.5,4.57,1.24,1.349687,0.977456
0.2,35.8,-6.1,1.93,0.33,0.504754,0.295437
1.92,37.8,-6.3,5.74,1.19,1.563925,0.974415
0.36,35.2,-3.3,2.24,0.57,0.677199,0.518909
0.29,34.2,-2.9,1.99,0.52,0.607805,0.479092
0.22,33.1,-3.1,1.91,0.4,0.529391,0.339699
0.48,35.5,-4.1,2.78,0.56,0.781962,0.514533
0.43,35,-4.7,2.41,0.68,0.740115,0.592922
0.5,32.6,-3.6,2.84,0.82,0.798087,0.524253
0.99,31.2,-4.1,4.42,1.19,1.123008,0.62965
0.16,32.6,-4.3,1.62,0.31,0.451466,0.292533
0.62,26.4,-4,3.11,0.63,0.888712,0.601916
0.13,27,-4.2,1.34,0.37,0.406946,0.315859
0.67,26.6,-4.7,3.19,0.71,0.923852,0.642185
0.76,25.3,-4.3,3.5,0.95,0.983948,0.6467
0.24,28.6,-3.8,1.89,0.53,0.552931,0.392613
0.19,29.2,-3.8,1.62,0.48,0.491974,0.381701
0.31,29.7,-4,2.02,0.55,0.628414,0.526277
0.3,30.2,-4.2,2.03,0.51,0.618195,0.483185
0.36,39.7,-6,3.52,0.39,0.677199,0.26941
0.51,39.8,-6.5,2.98,0.54,0.806028,0.496495
0.36,40.7,-6.7,2.61,0.51,0.677199,0.391531
0.69,41.6,-7.1,3.5,0.61,0.93754,0.568648
0.42,43.2,-7.6,2.67,0.54,0.731459,0.460045
0.27,42.5,-7.7,2.29,0.4,0.586472,0.332799
0.38,43.5,-9.4,2.31,0.6,0.695756,0.528001
0.17,44.1,-8.5,1.84,0.3,0.465361,0.259562
0.2,43.6,-8.5,1.86,0.38,0.504754,0.312794
0.46,44.1,-9.1,3.37,0.6,0.765498,0.370295
0.11,44.1,-9.5,1.3,0.28,0.374336,0.257675
0.53,43.2,-10,3.1,0.57,0.821681,0.490371
1.23,42.5,-10.6,4.85,0.85,1.25175,0.717783
0.17,43.7,-10.5,1.63,0.33,0.465361,0.314923
0.44,44.1,-11,2.77,0.55,0.748672,0.460653
0.42,45.8,-11.4,2.81,0.49,0.731459,0.424881
0.18,45.8,-10.9,1.96,0.31,0.478852,0.254676
0.24,45.4,-11.7,2.04,0.35,0.552931,0.341914
0.32,44.8,-11.3,2.11,0.56,0.63847,0.490415
0.4,46.6,-11.2,2.53,0.55,0.713831,0.472341
0.74,47.1,-11.9,3.43,0.79,0.970915,0.646091
0.33,47,-12.5,2.41,0.5,0.648369,0.396096
0.21,48.6,-12.9,1.78,0.41,0.517219,0.362179
0.86,21.8,-10.3,4.58,0.62,1.046681,0.510025
0.18,23,-10.7,1.66,0.39,0.478852,0.330531
0.12,59,-57.4,1.38,0.33,0.390981,0.260998
0.27,58.9,-57.9,1.95,0.51,0.586472,0.443512
